#rain.dat		rainfall																						
@dataValueAttribs																								
rain	0	9999	mm																					
@dataSetAttribs																								
missingDataVal	-9999																							
dataStart	01.02.1993 07:30																							
dataEnd	31.12.1999 07:30																							
tres	d																							
@statAttribVal																								
name	Serala	New Agatha	Monavein	Mamathola	Thabina	Letaba	Berlyn	Haenertsburg	Letaba Drift	Broederstrom	Glenshiel	Stampblokfo	Eiland	Black Hilss	Modjadji Na	Merensky	Zomerkomst	Duiwelskloo	Westphalia	Vergelegen	Belvedere	De Hoek	Kondowi	
ID	635873W	679267W	679268W	679209W	679508W	679562A	679654W	678776W	679086W	678858W	678836W	678863W	680280W	680225W	679608W	679227W	679197W	679194W	679164W	679141W	679135W	679019W	680494W	
31.10.1994	7:30	0	4	2.9	4.5	0	5.5	0	0	4.5	3.5	4	4	5.5	0	6	1.7	0	0	4	4	6.5	0	0
01.11.1994	7:30	0	0	0.6	0	0.7	0	0	4.5	1.4	3.5	0	2	0	0	0	0	0	1	0	1.5	3	2.5	0
02.11.1994	7:30	0	1.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.11.1994	7:30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0.5	0
04.11.1994	7:30	0	0	1.1	0	0	0	0	0	1.5	0	2.5	2.5	0	0	0	0	0	0	0	0	2	0	0
05.11.1994	7:30	6.5	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.11.1994	7:30	0	12	10.5	6.5	0	7.5	0	6.5	1.3	0	2.5	1	0	0	0	0	0	0	0	2.5	0	45	0
07.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.11.1994	7:30	0.2	0	0	0	0	0	0	6.5	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0
09.11.1994	7:30	3	0	0.1	0	0	7.5	0	0	2.2	0	0	0	0	0	0	0	0	3.5	1	0	0	5.5	0
10.11.1994	7:30	0	3	2.5	0	0	7.5	0	9.5	3.4	18.5	8	20	0	0	0	0	0	0	0	0	0	0	0
11.11.1994	7:30	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.11.1994	7:30	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.11.1994	7:30	0	0	0	0	0	0	0	0	0	1	0	2.5	0	0	0	0	0	0	0	1.5	0	0	0
16.11.1994	7:30	5	1	0.7	0	0	0	0	0	0	0	2	0.5	0	0	0	0	0	0	0	0.6	0	0	0
17.11.1994	7:30	0	0	0.4	0	0	0	0	0	2.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
18.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1.1	0	0	0
19.11.1994	7:30	0	0	0	0	0	7.6	0	0	5.3	0	0	0	0	0	0	0	0	0	8.5	0	1	0	0
20.11.1994	7:30	0	24	29.2	35.9	0	0	0	3	1.6	3.5	0	1	1.7	0	0	1.5	11.5	10	0	1.5	0	0	0
21.11.1994	7:30	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.11.1994	7:30	14.5	7	3.8	3	0	7.5	0	15.5	6	18	24	1.5	0.2	23.5	0	0	0	0	0	0.5	0	16	0
23.11.1994	7:30	0	15	20.3	19	13	7.7	5	18	13.2	7.5	21.5	12.5	35	0	20	16.5	15	16	15.5	17	20	25.5	4.6
24.11.1994	7:30	0	10	4.9	5.5	0	7.6	0	5.5	6.3	0	10	8	1	0	0	2.2	2.2	5	4.2	0	4	9	0
25.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0
27.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.11.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.11.1994	7:30	5.5	7	6.5	5.5	0	7.5	0	7	1.4	9.2	3.5	2.5	0	0	0	0	0.5	1.5	0	11.5	0	0	0
30.11.1994	7:30	0	2	1.5	0	0	7.5	0	0	1.8	4.5	5	3.5	5	0.5	0	0	1.7	0	0	0	2.5	0	0
01.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02.12.1994	7:30	0	0	0.9	0	0	0	0	0	1.8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
03.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.12.1994	7:30	0	1.3	1	0	0	5.8	0	0	0	1	0	0	0	0	0	0	12.5	0	0	0	0	10	0
07.12.1994	7:30	0	32	42.1	57.5	0	9.8	0	0	0	17.3	0	7	0	5.5	11	9.5	31.5	20	41.5	11.5	19	0	0
08.12.1994	7:30	14	5.5	3	0	11.8	10.8	0	0	8.2	3.5	2.5	20	0	12.5	0	41.3	8	23.5	0	44.5	24	27	0
09.12.1994	7:30	29.5	18	17.5	0	0	10.3	0	0	33.9	12.5	33.5	9	2.5	6.5	3.5	8	15.5	5	0	20	3.5	0	0
10.12.1994	7:30	0	0	32.9	0	0	11	0	0	53	71	32	49	46	0	14.5	13.5	0	19.5	27.2	33.5	42.5	0	4.6
11.12.1994	7:30	0	58	0.3	57	14.5	0	4.5	44	0	0.7	0	0	0	0	0	0	0	0.4	0	0.2	0	24	0
12.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.12.1994	7:30	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.12.1994	7:30	0	0	1.4	0	0	0	0	0	0	3.2	4	1.5	0	0	0	0	0	0	0	0	0	2.5	0
15.12.1994	7:30	0	0	4.5	0	0	0	0	0	0.8	3.5	2	5	0	0	0	0	0.8	0.9	0	2	0	7	0
16.12.1994	7:30	0	39	0.4	0	0	10.6	0	0	0.6	0	1.5	0	0	12.5	0	0	0	0.1	6.5	2.5	7	0	0
17.12.1994	7:30	22.1	0	24.5	0	0	0	0	0	12.8	10	5	14	5.5	0	30.5	8	8	6	0	10.5	0	15.5	0
18.12.1994	7:30	0	0	0	34.5	9	0	0	12	0	1.5	0	0	0	0	0	0	0	0.2	0	0	0	3	0
19.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0
23.12.1994	7:30	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0
24.12.1994	7:30	0	0	0	0	0	5.8	0	0	0	0	0	0	0.9	24	0	0	0	0	6	0	0	0	0
25.12.1994	7:30	7.7	0	7.5	0	0	10.7	6	0	0	9	4	3	0	0	0	8	10.5	9.5	0	1	0	12	0
26.12.1994	7:30	10.4	23.5	16	0	5.5	10.5	2	14	10.5	12	7.5	14	1.5	1	11.5	7.5	6	9.5	0	36.5	0	5	5.1
27.12.1994	7:30	5.4	13	4.5	34	4	10.9	0	20	9.8	8.5	22.5	7	17.5	17	0	13	14	9.5	0	21.5	11	6	3.6
28.12.1994	7:30	4	23.5	25	14	5	10.9	0	0	3.3	29	3	5	3	3	4	3.5	2.5	3	0	9.5	9	25.5	0
29.12.1994	7:30	0	11	11	11.5	3	11	0	0	5.2	14.5	11	9	0	0	0	5	3	5.5	0	21.5	5.5	18	0
30.12.1994	7:30	20.7	0	0	0	0	11	0	0	0	0	0.5	0	0	0	0	1	0	0	0	1.6	0	0	0
31.12.1994	7:30	0	0	4.5	6.5	0	11	0	0	16.4	25	13.5	30	0	0	0	0	1	2	25	6.5	0	8	0
01.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0
06.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
07.01.1995	7:30	4	0	0	0	0	0	53.5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
08.01.1995	7:30	0.2	24.5	15.6	11	57.5	14	0	12	9.8	31.8	12	15	16	0	58	23	16.5	16.5	17	14	23	8	11.1
09.01.1995	7:30	0	8	4.8	4.5	0	7	0	0	3.4	25.5	11.5	9	0	0	0	2	3	3.5	3.5	10.5	5	5.5	0
10.01.1995	7:30	0	0	0.3	0	0	0	0	0	0	5.5	0.5	0	0	0	0	0	0	0.2	0	0.5	0	3.5	0
11.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
13.01.1995	7:30	1.8	0	5	0	0	0	0	0	0	0	1.5	0	14	0.5	0	0	0	0	0	0	0	12	0
14.01.1995	7:30	34.5	0	2.4	0	0	8.5	0	0	10	16.3	24	19	0	23	0	0	0	3	0	1.5	5.5	45.5	0
15.01.1995	7:30	0	52.5	37.6	66	38	24.4	31.5	55	61.4	27.5	51	31	37.5	9.5	25	74.5	51.5	38.5	43	87	42	8	19
16.01.1995	7:30	1.3	3.5	5.1	0	55	9	20	31	14.6	15.8	29.5	19	10.5	0	49.5	4	8.5	10	0	4	10.5	0	12.8
17.01.1995	7:30	0	9.5	9	28.5	0	8.7	0	8	11.6	22	9.5	9	2	0	0	7	9.7	5	16	20.5	6	24	0
18.01.1995	7:30	0	0.3	0	0	0	0	0	0	0	2.5	0	1	0	0	0	0	0	0.2	0	0.5	0	0	0
19.01.1995	7:30	0	0	0.1	0	0	0	0	0.4	0	0	0	1	3.5	0	0	0	0	0	0	0	0	0	0
20.01.1995	7:30	0	0	1.9	0	0	0	0	0	1.3	3.6	1	2	0	0	2	1	0	0	0	0	0	0	0
21.01.1995	7:30	0.4	0	4	0	0	6.9	0	0	3.2	0	1	0	0	0	0	0.6	1.7	0	0	8.5	3.5	0	0
22.01.1995	7:30	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
23.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0
24.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
25.01.1995	7:30	0	4.5	7	0	1	6.9	0	0	4.2	0	5.5	13	0	0	0	0	1.7	2	2	0	0	13.5	0
26.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
27.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.01.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.01.1995	7:30	26.7	0	0	0	0	0	80	0	0	0	0	0	18.7	28.5	0	0	0	0	0	0	0	0	12
30.01.1995	7:30	0	27.4	37.5	21.5	21.5	18.8	0	23.5	11.2	16.3	20.5	14.5	18.2	0	68	46.5	49.5	59.5	59.5	33.5	87.5	0	0
31.01.1995	7:30	0	4.5	1.8	2	1	0	0	0	0	0	1.5	0	0.5	0	0	0	0	0	0	0	0	8	0
01.02.1995	7:30	2.2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
02.02.1995	7:30	0	0	1	0	0	10.7	0	0	7.3	0	5	35	4.5	0	10	4	5.5	4.2	4.5	3	7	5.5	0
03.02.1995	7:30	0	0	0	0	0	0	0	0	4.2	0	4.5	1.5	0	0	0	0	0	1.6	0	7.5	0	0	0
04.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
05.02.1995	7:30	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.02.1995	7:30	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.02.1995	7:30	0	0	0.3	0	0	0	0	0	0	8.4	1	2	0	0	0	0	0	0	0	0	0	1	0
09.02.1995	7:30	0	8.5	7.5	9.5	0	0	0	0	0	8.4	3.5	2.5	0	0	0	0	0	0.7	0	3	0	0	0
10.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0.7	1.5	0	0	0	0	0	0	0	0	0
17.02.1995	7:30	82	0	2.4	0	0	0	0	0	16.3	34.4	21	50	3.5	24	50	0	2.8	44	0	0	7.5	80.5	0
18.02.1995	7:30	0	79	61.5	0	0	10.5	0	139.5	65.6	286	113.5	158	25	43.5	100.5	109	163	154	0	117.5	211	85	0
19.02.1995	7:30	0	29	28.5	70.2	35.4	17.4	47.5	0	24.8	24	29	29	48	0	0	30.8	0.3	17.5	203.3	43	27.5	79.5	31.8
20.02.1995	7:30	2	0	0	32.5	0	11.4	0	0	0	0	0	0	0	15.5	0	0	0	0	0	1	0	0	0
21.02.1995	7:30	4.9	5.5	4.5	0	7	11.4	6.5	5	12.6	10.5	1.5	6.5	7.5	1	49	0	14	4	0	1.2	9	9.5	6.3
22.02.1995	7:30	1.2	4.2	5.5	0	0	10.7	0	0	10.5	32	13	22	7.5	0	19	22.5	7.5	20.5	22.3	27	15	0	0
23.02.1995	7:30	0	12.5	5.8	10	0	10.5	0	0	5.7	10	4	11	0	0	0	3.3	2.8	41	0	8	7	0	0
24.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
25.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.02.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0
01.03.1995	7:30	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0.4	0	1.8	0
02.03.1995	7:30	0	2	1.1	0	1.5	0	0	0	5.5	12	1.5	0	0	0	6	0	0	0	0	4	0	12.5	0
03.03.1995	7:30	0	0	33.4	0	0	10.1	0	0	23.7	27.5	15.5	21	15.5	0	0	20	17.8	5	0	10.5	0	29	0
04.03.1995	7:30	0	35	0.6	0	0	10.2	0	0	2.2	4.3	0	2	0	0	0	2.5	0	0	0	7.5	15	7	0
05.03.1995	7:30	0	2.5	0.1	34.9	0	10.2	0	18.5	0	1.5	0	1.5	0	0	0	1.8	0	44	11.4	0	0	5.5	0
06.03.1995	7:30	3	0	0	0	0	0	0	0	0	0.8	0.5	0	0	0	0	0	0	0	0	0.7	0	1.5	0
07.03.1995	7:30	0	9.5	8.5	6	0	0	0	0	0	3	2.5	2.5	0	0	0	0	0	0	0	0	0	5	0
08.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0
09.03.1995	7:30	0	0	0	0	0	10.2	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0
10.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.03.1995	7:30	0.9	3	3	3.5	0	0	0	0	2.8	1.5	1	2	0	0	0	0	0	1	0	1	0	1.8	0
14.03.1995	7:30	0	2	1.4	4.5	0	10.2	0	2	9.2	6.2	3.5	6	0	0	0	2	0	0	0	2.5	0	10	0
15.03.1995	7:30	0	0	0.1	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	1.9	0
16.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.03.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	40.5	0	0	0	0	0	0	0	0	0
21.03.1995	7:30	0	1.5	1.5	0	0.2	10.2	4	1.5	0	5.2	2	2	12.8	0	0	0	0	0.1	0	4	0	8	5.7
22.03.1995	7:30	28.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.03.1995	7:30	19	35	34	26.5	16.5	10.1	14	20.5	21.6	22	24	31.5	37	41	33	26.3	25	26.5	34.8	21	30	25.5	10.5
24.03.1995	7:30	7	74	62.5	0	0	10.1	6	0	39	16.5	12	26	8	7.5	0	25.1	14.5	15.5	0	47	15	10	6.7
25.03.1995	7:30	0	0	12.1	0	0	10.2	0	0	10.6	10	7.5	11.5	0	9	0	4	4.2	4	0	15.5	9	0	0
26.03.1995	7:30	15	10	2.3	98.5	15.5	10.2	12	17	2.4	1.3	4	0	1.7	6.5	0	0.8	14.2	0	17.8	5	0	0	0
27.03.1995	7:30	5	30	33	14.5	0	10.2	0	9	5.2	30	12	17.5	13.2	3.5	10	14.4	14.1	31	24	29	26	30	9.5
28.03.1995	7:30	1.8	15	17.1	13	2	10.2	0	8	7.7	40	10.5	20	3	0	0	10.1	10.6	12	12	32.5	21	28.5	5.5
29.03.1995	7:30	6.8	15.5	8.9	5.5	1	10.2	3.5	3	0	6	7	3	1.5	1.5	15	3	3.2	3.5	2.5	11	0	0	0
30.03.1995	7:30	0	9.5	8.5	11	9	10.2	0	10	13.6	6	7.5	8.5	0	0	0	4.5	8.3	5.5	7.5	8	0	0	0
31.03.1995	7:30	0	0	0.2	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0
01.04.1995	7:30	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.04.1995	7:30	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
03.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5	0	0	0
04.04.1995	7:30	0	62	47.5	16	0	5.2	0	9	43.2	99.5	9.5	64.5	0	0	0	6	1.9	6	7	0.2	47.5	56.5	0
05.04.1995	7:30	0	1	0.2	0	0	4.8	0	0	0	0	0	0	0	0	0	1.5	0	1	0	0	0	0	0
06.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0
07.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.04.1995	7:30	0	0	0	0	0	5.2	0	0.4	0	0.5	0	2	0	0	0	6	3.8	0	0	0	12	5.5	0
10.04.1995	7:30	0	0.2	0	0	0	0	0	0	2.3	5.5	1	2	0	0	0	0	0	0	0	2.5	3.5	0	0
11.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
14.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.04.1995	7:30	0	0	4	0	0	4.8	0	0	1.4	2.3	1	1.5	0	0	0	0	0	1	4.5	0	0	0	0
17.04.1995	7:30	0	7	0	6.5	0	0	0	0	1.1	3.5	3	2	0	0	0	2	0	0	0	7	8.5	8.5	0
18.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.04.1995	7:30	0	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
20.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.04.1995	7:30	0	0	2.5	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0.5	0	0
22.04.1995	7:30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5	0	0	0
23.04.1995	7:30	0	0	0	4	0	0	0	0	4.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24.04.1995	7:30	0	0	0	0	0	0	0	0	0	2	0	1.5	0	0	0	0	0	0	0	0	0	0	0
25.04.1995	7:30	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	1.5	0	0
26.04.1995	7:30	13.5	3.5	3	0	0	0	12.5	26	13.4	0	12.5	2	0	26	0	0	11.3	0	0	0.5	0	0	0
27.04.1995	7:30	36.5	9	9.1	12.5	0	5.9	0	8	11.6	14	9	7.5	17	26	26	10.6	18.5	20	0	12.5	17	0	6.9
28.04.1995	7:30	0	0	28.5	0	0	6.6	30	0	25.8	25	25	26.5	30.5	15	20	17	18	25	0	20	22	0	14.2
29.04.1995	7:30	1.1	25.4	14	0	48	7.2	0	44	8.2	12.5	19.5	9	12.5	0	15	20	7.5	14	56	20.5	16.5	0	0
30.04.1995	7:30	0	22.1	5.5	46	0	5.3	0	0	1.8	5	3	6	0	0	0	4	0.6	5	0	9.5	6.5	0	0
01.05.1995	7:30	0	0	0.3	0	0	5	0	0	0	0	0.5	0	0	0	0	0	0	1	0	1.3	1	60	0
02.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.5	0	20	0
03.05.1995	7:30	1.5	19.5	22.5	1.5	0	5.1	0	1.5	1.4	4	1.5	0	0	0	2.5	2	1.6	1	0	2	0	5	0
04.05.1995	7:30	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
05.05.1995	7:30	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0.5	0	0	0	0	0	1	0	0	0
06.05.1995	7:30	1	0	0	0	0	0	0.9	0	0	0	0	0	0.6	2	0	0	0	1	0	2	0	0	1.8
07.05.1995	7:30	0	13	4.8	0	2	5.1	3.4	2.5	3.6	1.5	3	0	2	4	4.5	4	1.5	4.5	6.6	0	4.5	1	2
08.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2.7
09.05.1995	7:30	0	2.5	2.2	9	0	0	0	0	6.5	18.5	1	6.5	0	0	0	0	0	0	0	6	0	8.5	0
10.05.1995	7:30	0	2	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.05.1995	7:30	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.05.1995	7:30	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
14.05.1995	7:30	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15.05.1995	7:30	0	2.5	3.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0
16.05.1995	7:30	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0
21.05.1995	7:30	3	5	0	0	0	0	3.1	0	1.3	0	0	1	7.3	10.7	0	0	0	1	0	0.5	0	0	2.6
22.05.1995	7:30	0.1	3	7.5	6.5	6.5	5.5	8.8	7.5	9.7	11.5	8.5	8.5	11.5	2.5	0	11	10.8	14	14.4	11	10.5	19.5	4.2
23.05.1995	7:30	0	0	0.2	0	0	0	0.7	0	0	1	0.5	0	1.5	0	30	0	0	0	0	0.5	0	0	1.9
24.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
28.05.1995	7:30	0.5	0	0.2	0	0	0	0	0	0	1	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0
29.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.05.1995	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0
