#rain.dat		rainfall																						
@dataValueAttribs																								
rain	0	9999	mm																					
@dataSetAttribs																								
missingDataVal	-9999																							
dataStart	01.02.1993 07:30																							
dataEnd	31.12.1999 07:30																							
tres	d																							
@statAttribVal																								
name	Serala	New Agatha	Monavein	Mamathola	Thabina	Letaba	Berlyn	Haenertsburg	Letaba Drift	Broederstrom	Glenshiel	Stampblokfo	Eiland	Black Hilss	Modjadji Na	Merensky	Zomerkomst	Duiwelskloo	Westphalia	Vergelegen	Belvedere	De Hoek	Kondowi	
ID	635873W	679267W	679268W	679209W	679508W	679562A	679654W	678776W	679086W	678858W	678836W	678863W	680280W	680225W	679608W	679227W	679197W	679194W	679164W	679141W	679135W	679019W	680494W	
12.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3	0	0	0	0	0	0	0	0
13.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	0	11.4	4.5	0
15.04.1998	7:30	4.5	8.5	8.9	14	11.2	6	6.7	30	0	5.5	3.5	3.5	1.2	3.6	7.5	0	9	14	12.4	2	7	18.2	4.5
16.04.1998	7:30	1	13.5	10	0	0	5.3	0	0	0	32	9	22	0	0	0	5	6	4	0	10	0	2.5	0
17.04.1998	7:30	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	1.5	0	1.7	0
18.04.1998	7:30	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
19.04.1998	7:30	0	0.7	0	0	3.7	4.7	3.1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	3
20.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.04.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31.05.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.06.1998	7:30	0	2	0.6	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.2	1	1	0
09.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.6	0
10.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
28.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	0	1.9	0
29.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
30.06.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.4	0
10.07.1998	7:30	0	0	0	0	0	0	0	0	11.7	26.5	10.5	30	0	0	0	0	0	0	0	2	0.5	8.3	0
11.07.1998	7:30	8.5	19	12.5	15	0	4.3	4.5	0	6.3	56	18	28.5	2	1.1	0	0	0	26.5	25	11	21.5	24.2	3.6
12.07.1998	7:30	0	0	0	0	11.2	0	0	26.5	0	0	0	0	0	0	17	8	12	1	0	0	0.5	0	0
13.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	13.7	0	0	0	0	0	0	0	0	0	0	0
15.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.07.1998	7:30	1	3	4.1	55	0	0	0	0	1.2	0	1	0	0	0	0	0	2.5	1	1	1.2	3	0	0
23.07.1998	7:30	4	34.5	28.5	33	7.5	3.9	0	16.5	12.8	3	22.5	1.5	1.9	1.1	0	17	19.5	17.5	0	39.5	25	2.2	2.6
24.07.1998	7:30	0	7	8.5	0	0	4.6	3.2	0	2.4	30	3.5	3	0.1	0.6	0	3.2	3	5	22.5	8	4	47.5	0
25.07.1998	7:30	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0.1	0	9.1	0
26.07.1998	7:30	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0
27.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.07.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.07.1998	7:30	0	0	0	0	0	0	0	0	0	0.3	0	10	0	0	0	0	0	0	0	0	0	0.3	0
31.07.1998	7:30	0	0	0	0	0	3.6	1	0	2.4	15	1.5	12	2.5	3.3	0	9	0	6	0	3	0	6.7	1
01.08.1998	7:30	0	6	4	0	0	3.9	2.6	0	2.6	23.5	8.5	0	3	2.5	0	0	0	2.5	9.5	5	4	11.7	1.8
02.08.1998	7:30	0	0	0.7	5	0	2.9	0	0	1.1	0.5	1.5	0	0	0	17	0	10	1.5	0	2	2.5	2.5	0
03.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.08.1998	7:30	0	0	0	0	3.8	3.6	1.1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1
06.08.1998	7:30	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0.1	0	1.4	0
07.08.1998	7:30	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	2	0	3.1	0
08.08.1998	7:30	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	1.6	0
09.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
10.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.08.1998	7:30	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.08.1998	7:30	0	0.7	0	0	0	0	0.6	0	0	0	0	0	0.1	1.2	0	0	0	0	0	0	0	0	0.9
20.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.5	0
21.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31.08.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
01.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07.09.1998	7:30	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.09.1998	7:30	0	0	0.3	0	0	7.1	0	0	0	1	0.5	7	0	0	0	19	0	0	0	0	10.5	1.3	0
11.09.1998	7:30	0	12	13.5	0	0	0	0	0	5.6	27	7.5	8.5	2.4	2.9	23	0	0	12.5	0	12	24	8.5	3.5
12.09.1998	7:30	2.5	20	28	0	0	0	3.1	0	5.4	0	15	0.5	3.9	4.1	0	0	0	14	0	25	0	10.6	6
13.09.1998	7:30	0	13.5	1.6	0	10	7.8	6.9	18.5	0.8	0	2	0	0	0	0	0	19.5	1	24.5	3	0	20.9	0
14.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0
15.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.09.1998	7:30	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
18.09.1998	7:30	0	0	0	0	0	0	0	0	3.5	9.5	2.5	3	0	0	0	0	0	1.5	0	2	2	5.2	0
19.09.1998	7:30	0	0	0	0	0	0	0	0	1.5	5	2.5	1	0	0	0	0	0	1	0	4	0	5.6	0
20.09.1998	7:30	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.09.1998	7:30	0	0.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5	0	1.4	0
26.09.1998	7:30	0	0	0	0	0	0	0	0	0.6	0	0	1.5	0	3.2	0	0	0	0	0	0	0	0	0
27.09.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.09.1998	7:30	4.5	6.5	4	0	7.5	7.2	4	12.5	4.3	15	12	9.5	0.2	1.3	0	6	7	7	6.5	8	0	5.2	4.1
29.09.1998	7:30	0	10.5	10	0	3.8	7	3.8	3.5	4.4	2.3	5.5	3	1.8	2.8	0	4.5	5.5	5.5	4	12.5	0	8	3.9
30.09.1998	7:30	8	0.5	0	0	0	6.5	0	0	0	0	0	5.5	0	0	0	0	0.2	0	0	1.2	0	11	0
01.10.1998	7:30	0	1.5	1.6	0	5.3	5.9	2.7	7	3.2	5.6	5	0	0.7	2.4	0	0	4	2.5	4	3.2	7	4.1	3.3
02.10.1998	7:30	1.4	2.2	10	0	0	0	0	0	2.8	0	2.5	4	0	0	0	13	0	2.5	0	6	19	2.1	0
03.10.1998	7:30	0	9	17	0	0	0	0	0	3.4	29.5	10.5	1.5	0	0	7	0	0	11.5	0	21	3.5	3.5	0
04.10.1998	7:30	0	16.9	3.5	29	6	5.7	2.7	10.5	0	1.4	1.5	0	0	2	3.5	0	15.2	2.5	15.8	7	0	27	3.3
05.10.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	4.8	0
06.10.1998	7:30	0	3	3.2	0	0	2.4	0	0	0	1	0	0	0	0	0	0	0.5	1	0	2	2.5	2	0
07.10.1998	7:30	10.5	4	3.6	6	4.7	5.5	0	3.5	0.6	11.6	3	11	0	0	0	0	1.5	2.5	0	5	17	9.3	0
08.10.1998	7:30	1.4	19.5	12.4	6	5.8	6.1	4.2	10	8.4	28.5	12	2.5	4.8	5	14	14	10.5	16	18	12	3	21.9	4.5
09.10.1998	7:30	0	0	1.7	0	0	5.4	2.6	0	0.8	4	2	3	0	0	0	0	0	3	1.5	6	0	5.7	3.3
10.10.1998	7:30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.10.1998	7:30	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.10.1998	7:30	1.2	0	0	0	0	5.5	5.2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
13.10.1998	7:30	15.5	11.5	8.7	18	4.8	5.6	1.1	3	12.2	15.5	3.5	8	11.5	6.6	5	0	1.5	3	3	3.5	10.2	0	5.3
14.10.1998	7:30	0	8	8.4	0	4.6	6	4.5	11	9	8.2	12.5	10.5	2.2	3.2	0	10	6.5	6.5	5.6	11	11	10.6	2.1
15.10.1998	7:30	22.5	15	15	18	6	6.2	7.1	4.5	12.7	10	3	6.5	5.4	4.9	0	17	10	8	7	8	20	10.5	4.8
16.10.1998	7:30	0	11.5	12.8	0	4.9	5.8	3.8	0	9.7	29	1	20	11.6	9	0	6	15	18	0	35.8	6	9.9	6.9
17.10.1998	7:30	0	7	0.6	0	6.1	0	2.3	0	8.2	5	0	8	2.5	3.5	0	0	8.5	5	0	9	0	34.3	4.2
18.10.1998	7:30	0	2	0	0	0	0	2.8	11.5	0.8	0	0	0	0	0	6	0	0	0	24	2	0	7.7	3
19.10.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3.4
20.10.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.10.1998	7:30	0	4	1.8	0	0	0	0	3	0.7	7.8	3.5	4.5	0	0	0	0	0	0	0	2	4.5	1.5	0
22.10.1998	7:30	0	2.5	4	0	4.6	5.5	2.1	1.5	2.2	1.1	3	1.5	0	6.5	0	0	2	3.5	3	8	0	8.8	0
23.10.1998	7:30	0	0.7	0	0	4.3	5.5	2	0	0	0	1	2.5	0	0	0	0	0	0	0	2	0	2.1	2.9
24.10.1998	7:30	36.5	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10.5	1.5	2.8
25.10.1998	7:30	0	10.6	10.4	38	5	5.6	12.7	5	16.6	21.5	26.5	7	24	12.1	40	0	6	7.5	5.5	13.5	2	18.9	11.3
26.10.1998	7:30	0	7.5	10	0	4.6	5.5	2.1	3	1.4	3.5	0	2.5	0	0	2	0	0	1.5	0	14.5	0	9.7	2.9
27.10.1998	7:30	1.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.10.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0
29.10.1998	7:30	0	0	0	0	0	0	0	0	0	18.9	5	2	0	0	0	0	0	8	0	1	1.1	11.2	0
30.10.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31.10.1998	7:30	1	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01.11.1998	7:30	0	2	0	0	5.6	7.5	3.7	2.5	0	6	2.5	2.5	0	0	0	0	0	0	10	2	0	5.4	4
02.11.1998	7:30	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03.11.1998	7:30	0	2.5	2.5	0	10.9	7.6	5.6	29	6	0	9	5.5	0	0	0	0	4	0.9	2	1	0	2.1	0
04.11.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.1	4.9
05.11.1998	7:30	0	0	0	0	0	7.6	0	14.5	3.4	8	17	7	0	2.9	0	10	4	7	0	1.5	9	2.3	0
06.11.1998	7:30	0	16.1	15	0	8	7.7	7.3	0	0	0	5	9	7.9	7.9	0	10	13.8	12.4	0	16.5	15.5	13.3	5.7
07.11.1998	7:30	16	4.5	4.2	0	0	7.5	2.5	0	4.3	16	5	6.5	2	4.6	0	3.5	0	19.5	0	7.5	24	12.8	3.5
08.11.1998	7:30	0	17.5	16	0	9.7	7.7	9.7	23	28.3	18	16.5	16	13.2	10.9	0	15.5	15.5	3.1	36.4	19.5	0	19.5	6.8
09.11.1998	7:30	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.8	0
10.11.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.11.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.11.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.11.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.11.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.11.1998	7:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.11.1998	7:30	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	32.1	0	0	51.5	14.9	0
17.11.1998	7:30	6.5	17.5	17.5	16.5	7	8	4.2	9.5	36.4	18	9	12.5	0	0	13.5	40	58	43.7	60.5	28	14	15.6	4.2
18.11.1998	7:30	8	44	43.5	63.5	7	7.7	5.8	9.5	7.7	12.5	12.5	17.5	4.5	4.1	-99.9	17	16	2.9	8.8	29.5	0	20.7	5
