# rain.dat rainfall uncorrected																	
@dataValueAttribs																	
rain	0	9999.0	mm														
@dataSetAttribs																	
missingDataVal	-99																
dataStart	01.01.1970	7:30															
dataEnd	31.05.1999	7:30															
tres	d																
@statAttribVal																	
name	TANNA	MUEHLTROFF	OETTERSDORF	MEHLTHEUER	STELZEN	TOBERTITZ	PAHREN	ZEULENRODA(Stadt)	ZEULENRODA(Tal)	STAITZ (TAL	GOEHREN-DOE	GOESCHITZ	MIESITZ	SCHLEIZ	GREIZ-DOELA	PLAUEN (MNS	PAUSA-UNTER
ID	43051	43054	43060	43333	43334	43335	43350	43351	43352	43353	43354	43355	4218	4234	4420	4420	4232
elevation	548	490.0	470.0	496.0	584.0	470.0	395.0	462.0	360.0	350	300	410	340	501	270	386	442
x	4490565	4495252.0	4487045.3	4502338.6	4497658.1	4500000.0	4492928.4	4498797.8	4498798.3	4500000	4501200.459	4490591.399	4488211.276	4485831.93	4512945.667	4509438.51	4500000
y	5595899	5601453.6	5607028.8	5601452.0	5593999.8	5593999.3	5612579.1	5612574.4	5614465.3	5620026.659	5620026.797	5610691.834	5621819.645	5603361.446	5610699.374	5594007.771	5607012.859
dataColumn	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
@dataVal																	
	Uhrzeit	Tanna	MUEHLTROFF	OETTERSDORF	MEHLTHEUER	STELZEN	TOBERTITZ	PAHREN	ZEULENRODA(Stadt)	ZEULENRODA(Tal)	STAITZ (TAL	GOEHREN-DOE	GOESCHITZ	MIESITZ	SCHLEIZ	GREIZ-DOELA	PLAUEN (MNS	PAUSA-UNTER
14.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
15.08.1975	7:30	2.3	0.8	1.5	1.3	-99.0	0.5	1.2	1.8	-99.0	1.4	1.1	1.7	-99.0	-99.0	-99.0	0.7	-99.0
16.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
17.08.1975	7:30	12.7	6.4	3.0	5.3	-99.0	23.2	1.9	2.0	-99.0	4.0	4.2	2.1	-99.0	-99.0	-99.0	12.7	-99.0
18.08.1975	7:30	5.8	7.2	2.5	7.4	-99.0	6.1	7.5	4.5	-99.0	15.6	15.8	5.0	-99.0	-99.0	-99.0	7.6	-99.0
19.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
20.08.1975	7:30	1.2	0.7	2.0	0.7	-99.0	0.0	1.1	0.5	-99.0	0.9	0.9	0.7	-99.0	-99.0	-99.0	1.2	-99.0
21.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
22.08.1975	7:30	39.3	48.5	25.0	52.0	-99.0	63.4	58.4	66.9	-99.0	42.4	46.1	32.5	-99.0	-99.0	-99.0	72.9	-99.0
23.08.1975	7:30	2.3	1.6	1.5	2.3	-99.0	4.8	2.3	1.0	-99.0	0.6	1.1	0.0	-99.0	-99.0	-99.0	4.1	-99.0
24.08.1975	7:30	10.9	12.3	10.0	12.3	-99.0	18.2	9.0	13.2	-99.0	10.8	10.3	9.6	-99.0	-99.0	-99.0	15.4	-99.0
25.08.1975	7:30	11.0	14.5	8.0	14.8	-99.0	17.6	11.4	12.3	-99.0	10.0	10.5	7.8	-99.0	-99.0	-99.0	11.9	-99.0
26.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
27.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
28.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
29.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
30.08.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
31.08.1975	7:30	15.3	0.2	3.5	0.9	-99.0	0.5	2.3	0.9	-99.0	0.1	0.1	8.2	-99.0	-99.0	-99.0	4.9	-99.0
01.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.2	-99.0
02.09.1975	7:30	0.6	3.5	4.2	0.0	-99.0	0.0	0.1	0.0	-99.0	0.0	0.0	1.4	-99.0	-99.0	-99.0	0.0	-99.0
03.09.1975	7:30	5.3	0.6	0.7	1.2	-99.0	34.5	0.1	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	4.1	-99.0
04.09.1975	7:30	3.6	1.8	0.4	4.0	-99.0	0.0	0.2	1.1	-99.0	0.8	0.9	0.5	-99.0	-99.0	-99.0	2.0	-99.0
05.09.1975	7:30	6.1	5.1	0.6	3.8	-99.0	4.4	0.1	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.3	-99.0
06.09.1975	7:30	0.0	0.0	0.3	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
07.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.3	-99.0	0.1	0.1	0.0	-99.0	-99.0	-99.0	0.0	-99.0
08.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
09.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
10.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
11.09.1975	7:30	8.4	7.4	12.5	9.6	-99.0	7.4	10.5	9.9	-99.0	8.4	9.8	9.2	-99.0	-99.0	-99.0	13.8	-99.0
12.09.1975	7:30	5.0	6.5	4.0	4.0	-99.0	5.7	6.4	5.2	-99.0	5.1	4.2	5.2	-99.0	-99.0	-99.0	2.6	-99.0
13.09.1975	7:30	0.0	0.4	2.3	0.1	-99.0	2.1	1.4	0.9	-99.0	1.1	1.9	1.2	-99.0	-99.0	-99.0	0.2	-99.0
14.09.1975	7:30	3.5	1.3	1.0	0.9	-99.0	1.1	0.5	1.4	-99.0	0.7	0.8	0.6	-99.0	-99.0	-99.0	0.9	-99.0
15.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
16.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
17.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
18.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
19.09.1975	7:30	0.4	0.3	0.3	0.6	-99.0	0.0	0.0	0.1	-99.0	0.1	0.1	0.3	-99.0	-99.0	-99.0	0.1	-99.0
20.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
21.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
22.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
23.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
24.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
25.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
26.09.1975	7:30	2.1	1.1	1.4	0.5	-99.0	0.0	2.1	2.0	-99.0	1.3	1.5	2.0	-99.0	-99.0	-99.0	1.8	-99.0
27.09.1975	7:30	0.3	0.1	0.0	0.0	-99.0	0.0	0.2	0.4	-99.0	0.1	0.1	0.0	-99.0	-99.0	-99.0	0.1	-99.0
28.09.1975	7:30	0.0	0.0	0.1	0.2	-99.0	0.0	0.1	0.2	-99.0	0.5	0.7	0.8	-99.0	-99.0	-99.0	0.2	-99.0
29.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
30.09.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
01.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.3	0.3	0.0	-99.0	-99.0	-99.0	0.1	-99.0
02.10.1975	7:30	0.0	0.0	1.4	0.4	-99.0	0.0	0.7	1.1	-99.0	2.4	2.4	0.8	-99.0	-99.0	-99.0	0.0	-99.0
03.10.1975	7:30	3.1	1.5	0.8	1.1	-99.0	1.5	1.8	1.3	-99.0	2.8	2.6	1.0	-99.0	-99.0	-99.0	1.9	-99.0
04.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
05.10.1975	7:30	5.4	3.0	4.2	3.5	-99.0	3.5	3.1	3.1	-99.0	3.0	3.1	4.8	-99.0	-99.0	-99.0	3.7	-99.0
06.10.1975	7:30	0.0	0.1	1.5	0.3	-99.0	0.0	0.1	0.2	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
07.10.1975	7:30	1.2	2.8	0.6	1.5	-99.0	2.8	1.3	0.9	-99.0	0.5	0.6	1.9	-99.0	-99.0	-99.0	1.6	-99.0
08.10.1975	7:30	1.0	1.6	0.0	0.3	-99.0	0.0	0.5	0.3	-99.0	1.0	1.0	0.3	-99.0	-99.0	-99.0	0.4	-99.0
09.10.1975	7:30	2.6	3.0	1.8	1.7	-99.0	6.1	1.2	2.0	-99.0	2.3	2.5	1.5	-99.0	-99.0	-99.0	2.4	-99.0
10.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.1	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
11.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
12.10.1975	7:30	1.5	0.8	1.6	0.1	-99.0	0.0	0.2	0.6	-99.0	0.4	0.4	0.0	-99.0	-99.0	-99.0	0.0	-99.0
13.10.1975	7:30	5.2	4.5	4.9	6.3	-99.0	6.5	6.2	10.4	-99.0	10.5	11.2	4.8	-99.0	-99.0	-99.0	9.4	-99.0
14.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.2	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
15.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.1	0.0	-99.0	-99.0	-99.0	0.0	-99.0
16.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
17.10.1975	7:30	4.2	4.4	4.5	5.3	-99.0	4.9	5.6	4.3	-99.0	4.2	4.2	4.7	-99.0	-99.0	-99.0	3.7	-99.0
18.10.1975	7:30	1.7	2.0	2.0	2.8	-99.0	2.7	1.7	1.9	-99.0	1.7	1.6	1.3	-99.0	-99.0	-99.0	1.5	-99.0
19.10.1975	7:30	4.5	8.5	7.0	7.2	-99.0	5.5	9.7	9.2	-99.0	7.4	7.6	3.1	-99.0	-99.0	-99.0	2.7	-99.0
20.10.1975	7:30	1.7	0.5	2.2	1.8	-99.0	1.8	2.7	3.4	-99.0	3.0	3.0	1.5	-99.0	-99.0	-99.0	1.7	-99.0
21.10.1975	7:30	0.4	1.8	0.0	0.1	-99.0	0.0	0.1	0.2	-99.0	0.3	0.4	1.0	-99.0	-99.0	-99.0	0.0	-99.0
22.10.1975	7:30	0.0	0.6	0.0	0.8	-99.0	0.0	1.2	1.4	-99.0	1.5	1.7	0.1	-99.0	-99.0	-99.0	0.5	-99.0
23.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.1	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
24.10.1975	7:30	0.0	0.0	0.0	0.5	-99.0	0.0	0.0	0.1	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
25.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.5	0.2	-99.0	0.2	0.2	0.0	-99.0	-99.0	-99.0	0.0	-99.0
26.10.1975	7:30	0.0	0.0	0.0	0.2	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
27.10.1975	7:30	0.0	0.0	0.0	0.1	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
28.10.1975	7:30	0.0	0.0	0.0	0.1	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
29.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
30.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
31.10.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
01.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
02.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
03.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
04.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
05.11.1975	7:30	0.2	0.5	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.1	0.1	0.0	-99.0	-99.0	-99.0	0.0	-99.0
06.11.1975	7:30	0.0	0.2	0.0	0.2	-99.0	0.0	0.0	0.1	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.4	-99.0
07.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.3	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
08.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
09.11.1975	7:30	3.0	2.1	2.0	1.7	-99.0	2.2	0.8	1.0	-99.0	0.2	0.2	1.4	-99.0	-99.0	-99.0	1.0	-99.0
10.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
11.11.1975	7:30	0.3	0.2	0.5	0.0	-99.0	0.0	0.1	0.0	-99.0	0.0	0.0	0.1	-99.0	-99.0	-99.0	0.0	-99.0
12.11.1975	7:30	0.7	0.6	0.0	0.6	-99.0	0.0	0.4	0.5	-99.0	0.3	0.3	0.1	-99.0	-99.0	-99.0	0.1	-99.0
13.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.5	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
14.11.1975	7:30	2.7	2.7	1.5	1.2	-99.0	3.4	2.5	2.6	-99.0	3.2	3.2	3.4	-99.0	-99.0	-99.0	1.6	-99.0
15.11.1975	7:30	0.0	0.0	0.0	0.5	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
16.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
17.11.1975	7:30	0.0	0.0	0.5	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
18.11.1975	7:30	4.0	4.2	2.0	3.2	-99.0	2.6	2.6	3.1	-99.0	2.8	2.8	1.4	-99.0	-99.0	-99.0	2.7	-99.0
19.11.1975	7:30	7.3	10.4	2.5	5.3	-99.0	10.3	9.6	6.4	-99.0	6.9	5.5	9.8	-99.0	-99.0	-99.0	3.6	-99.0
20.11.1975	7:30	9.8	8.2	3.0	5.7	-99.0	11.4	7.4	7.6	-99.0	5.8	5.8	8.4	-99.0	-99.0	-99.0	3.0	-99.0
21.11.1975	7:30	7.5	7.8	4.5	7.3	-99.0	7.9	6.8	7.8	-99.0	8.1	11.0	9.4	-99.0	-99.0	-99.0	5.2	-99.0
22.11.1975	7:30	6.1	3.5	3.5	1.8	-99.0	3.1	3.8	1.2	-99.0	1.0	0.2	4.2	-99.0	-99.0	-99.0	0.8	-99.0
23.11.1975	7:30	0.0	0.0	0.0	0.2	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
24.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
25.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
26.11.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
27.11.1975	7:30	1.6	0.6	0.2	0.2	-99.0	2.1	0.1	0.0	-99.0	0.0	0.1	0.2	-99.0	-99.0	-99.0	0.2	-99.0
28.11.1975	7:30	1.8	6.1	0.2	0.7	-99.0	3.7	0.1	0.4	-99.0	0.0	0.1	0.0	-99.0	-99.0	-99.0	1.0	-99.0
29.11.1975	7:30	7.0	7.8	4.0	5.2	-99.0	9.5	5.0	5.5	-99.0	3.6	2.8	5.3	-99.0	-99.0	-99.0	4.5	-99.0
30.11.1975	7:30	1.8	2.0	0.2	1.4	-99.0	0.0	1.0	1.5	-99.0	1.1	1.1	0.7	-99.0	-99.0	-99.0	1.8	-99.0
01.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.1	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
02.12.1975	7:30	5.9	2.2	0.8	1.4	-99.0	7.3	0.4	0.5	-99.0	0.0	0.5	0.6	-99.0	-99.0	-99.0	1.0	-99.0
03.12.1975	7:30	0.3	0.5	0.2	0.7	-99.0	0.0	0.5	0.9	-99.0	1.0	0.9	1.4	-99.0	-99.0	-99.0	0.9	-99.0
04.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.1	0.1	-99.0	0.1	0.1	0.0	-99.0	-99.0	-99.0	0.0	-99.0
05.12.1975	7:30	2.0	1.4	0.2	0.8	-99.0	1.5	1.0	0.8	-99.0	1.0	0.6	0.6	-99.0	-99.0	-99.0	1.3	-99.0
06.12.1975	7:30	0.6	0.6	0.5	0.1	-99.0	0.0	0.6	0.8	-99.0	1.0	0.9	0.8	-99.0	-99.0	-99.0	1.3	-99.0
07.12.1975	7:30	0.8	0.8	0.8	0.9	-99.0	2.5	0.3	0.9	-99.0	0.6	0.8	1.0	-99.0	-99.0	-99.0	0.4	-99.0
08.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.9	-99.0	0.4	1.0	0.0	-99.0	-99.0	-99.0	1.3	-99.0
09.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.8	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
10.12.1975	7:30	0.6	0.7	0.3	1.3	-99.0	0.0	0.8	1.0	-99.0	1.6	1.2	0.7	-99.0	-99.0	-99.0	0.5	-99.0
11.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
12.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
13.12.1975	7:30	3.3	4.2	2.6	3.6	-99.0	3.1	2.5	1.2	-99.0	3.3	1.1	3.4	-99.0	-99.0	-99.0	2.6	-99.0
14.12.1975	7:30	0.0	0.4	0.2	0.0	-99.0	0.0	1.2	1.0	-99.0	0.5	1.3	0.9	-99.0	-99.0	-99.0	0.1	-99.0
15.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
16.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
17.12.1975	7:30	1.6	0.8	1.0	1.7	-99.0	0.0	1.4	1.2	-99.0	0.7	1.4	1.0	-99.0	-99.0	-99.0	0.4	-99.0
18.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
19.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
20.12.1975	7:30	1.0	0.0	0.4	0.5	-99.0	1.5	0.4	0.4	-99.0	0.1	0.3	0.0	-99.0	-99.0	-99.0	0.1	-99.0
21.12.1975	7:30	0.5	0.4	0.2	0.0	-99.0	0.0	0.2	0.3	-99.0	0.1	0.2	0.9	-99.0	-99.0	-99.0	0.2	-99.0
22.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.2	0.0	0.4	-99.0	0.0	0.4	0.0	-99.0	-99.0	-99.0	0.0	-99.0
23.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	1.2	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
24.12.1975	7:30	1.5	1.2	0.1	1.1	-99.0	0.2	0.1	0.4	-99.0	0.0	0.3	1.1	-99.0	-99.0	-99.0	0.4	-99.0
25.12.1975	7:30	3.2	4.6	1.6	1.0	-99.0	3.1	2.7	2.9	-99.0	0.6	2.7	4.3	-99.0	-99.0	-99.0	1.0	-99.0
26.12.1975	7:30	2.5	1.5	0.1	0.5	-99.0	0.9	0.8	0.9	-99.0	3.9	0.8	1.8	-99.0	-99.0	-99.0	0.4	-99.0
27.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.3	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
28.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
29.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
30.12.1975	7:30	0.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
31.12.1975	7:30	2.0	1.6	1.3	1.5	-99.0	0.0	2.2	1.4	-99.0	2.1	2.0	2.3	-99.0	-99.0	-99.0	1.0	-99.0
01.01.1976	7:30	5.0	5.0	2.0	4.1	-99.0	9.7	5.9	7.1	-99.0	7.4	7.4	4.8	-99.0	-99.0	-99.0	3.5	-99.0
02.01.1976	7:30	9.8	7.0	6.0	5.0	-99.0	7.2	8.5	6.8	-99.0	5.6	6.8	7.8	-99.0	-99.0	-99.0	7.7	-99.0
03.01.1976	7:30	4.7	5.0	3.6	3.3	-99.0	6.1	3.4	7.7	-99.0	11.3	7.8	5.3	-99.0	-99.0	-99.0	3.9	-99.0
04.01.1976	7:30	1.9	2.7	0.2	1.5	-99.0	3.6	2.9	1.4	-99.0	1.5	1.4	1.8	-99.0	-99.0	-99.0	1.0	-99.0
05.01.1976	7:30	8.0	10.0	8.5	8.4	-99.0	9.7	8.5	7.8	-99.0	5.0	7.8	8.8	-99.0	-99.0	-99.0	4.6	-99.0
06.01.1976	7:30	6.8	6.0	4.0	7.1	-99.0	4.5	7.8	7.9	-99.0	9.8	7.9	5.7	-99.0	-99.0	-99.0	7.2	-99.0
07.01.1976	7:30	0.0	0.0	0.8	0.0	-99.0	0.8	0.1	0.0	-99.0	0.0	0.0	0.4	-99.0	-99.0	-99.0	0.0	-99.0
08.01.1976	7:30	0.0	0.0	0.0	0.1	-99.0	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
09.01.1976	7:30	0.0	0.0	0.4	0.0	-99.0	0.0	0.4	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	0.0	-99.0
10.01.1976	7:30	6.7	9.1	8.5	7.7	-99.0	9.5	12.0	8.2	-99.0	6.0	8.2	11.9	-99.0	-99.0	-99.0	5.1	-99.0
11.01.1976	7:30	9.1	10.0	6.3	12.3	-99.0	11.6	9.8	6.4	-99.0	8.9	6.4	10.1	-99.0	-99.0	-99.0	11.7	-99.0
12.01.1976	7:30	0.7	1.2	1.3	1.3	-99.0	1.5	1.4	1.4	-99.0	3.0	3.0	1.6	-99.0	-99.0	-99.0	1.0	-99.0
13.01.1976	7:30	7.1	11.3	4.0	8.5	-99.0	14.7	8.9	8.4	-99.0	9.2	9.2	8.4	-99.0	-99.0	-99.0	7.7	-99.0
14.01.1976	7:30	11.4	10.9	7.1	10.2	-99.0	13.6	15.0	11.4	-99.0	11.8	10.8	13.4	-99.0	-99.0	-99.0	10.8	-99.0
15.01.1976	7:30	9.6	10.0	8.0	7.4	-99.0	7.3	10.5	6.5	-99.0	6.6	7.5	8.9	-99.0	-99.0	-99.0	6.9	-99.0
