# J2K model output
# 
#date/time	precip	tmean	rhum	rain	snow	potETP	netRain	netSnow	throughfall	interception	intercStorage	actETP	snowDepth	snowTotSWE	snowMelt	satMPS	satLPS	actDPS	actMPS	actLPS	percolation	actRG1	actRG2	reachOutRD1	reachOutRD2	reachOutRG1	reachOutRG2	channelStorage	simRunoff	obsRunoff
2004-02-21 12:00	0.0	1.146	68.28060919161041	0.0	0.0	0.06762576090341207	0.0	0.0	0.0	0.0	0.0	0.06735370298819338	0.0	0.0	0.0	0.8853910718089606	0.0	0.0	74.10510060931627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73
2004-02-21 13:00	0.0	1.085	67.41715788012718	0.0	0.0	0.07299734071936038	0.0	0.0	0.0	0.0	0.0	0.07269193981833941	0.0	0.0	0.0	0.8843804220010425	0.0	0.0	74.03240866949793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.13
2004-02-21 14:00	0.0	0.972	68.32707730425574	0.0	0.0	0.07691154060941263	0.0	0.0	0.0	0.0	0.0	0.0765758779434807	0.0	0.0	0.0	0.8833161309633677	0.0	0.0	73.95583279155444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9
2004-02-21 15:00	0.0	0.781	69.22813985549253	0.0	0.0	0.07394987075596636	0.0	0.0	0.0	0.0	0.0	0.07361247210729477	0.0	0.0	0.0	0.8822933957516349	0.0	0.0	73.88222031944707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72
2004-02-21 16:00	0.0	0.531	74.60574974611185	0.0	0.0	0.06229093209845048	0.0	0.0	0.0	0.0	0.0	0.06199436574824722	0.0	0.0	0.0	0.8814323801383063	0.0	0.0	73.82022595369887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22
2004-02-21 17:00	0.0	0.429	80.54082486862353	0.0	0.0	0.04611147356944721	0.0	0.0	0.0	0.0	0.0	0.04588399182827827	0.0	0.0	0.0	0.8807952782086879	0.0	0.0	73.77434196187059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79
2004-02-21 18:00	0.0	0.893	75.29628479883169	0.0	0.0	0.042181350648445436	0.0	0.0	0.0	0.0	0.0	0.04196785263209065	0.0	0.0	0.0	0.8802125699047842	0.0	0.0	73.7323741092385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87
2004-02-21 19:00	0.0	0.896	72.37045439135298	0.0	0.0	0.03142809452388425	0.0	0.0	0.0	0.0	0.0	0.03126524428905789	0.0	0.0	0.0	0.879778505853884	0.0	0.0	73.70110886494946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9
2004-02-21 20:00	0.0	0.539	74.76353951345334	0.0	0.0	0.021101434190687683	0.0	0.0	0.0	0.0	0.0	0.020990171864086613	0.0	0.0	0.0	0.8794870811567915	0.0	0.0	73.68011869308532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.74
2004-02-21 21:00	0.0	-0.038	80.07465094533329	0.0	0.0	0.016715950248959482	0.0	0.0	0.0	0.0	0.0	0.01662674956004993	0.0	0.0	0.0	0.8792562638195948	0.0	0.0	73.66349194352527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58
2004-02-21 22:00	0.0	0.563	78.80895117596666	0.0	0.0	0.024191615422339253	0.0	0.0	0.0	0.0	0.0	0.024061294059453304	0.0	0.0	0.0	0.8789222686640924	0.0	0.0	73.63943064946584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67
2004-02-21 23:00	0.0	0.625	72.54368749338073	0.0	0.0	0.030279536860666152	0.0	0.0	0.0	0.0	0.0	0.030114171166593155	0.0	0.0	0.0	0.8785043093464326	0.0	0.0	73.60931647829925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82
