# J2K model output
# 
#date/time	precip	mittemp	rhum	rain	snow	solRad	netRad	potETP	netRain	netSnow	throughfall	interception	intercStorage	actETP	snowDepth	snowSWE	snowMelt	MPSsat	LPSsat	DPSact	MPSact	LPSact	percol	actRG1	actRG2	flowRD1	flowRD2	flowRG1	flowRG2	channelStorage	simRunoff	obsRunoff
1989-11-01 07:30	25.669081730980817	7.75396772547503	98.24855349296124	25.669081730980817	0.0	2.605509719679211	4.387260076919622	0.162513678346321	0.0	0.0	25.469081730980815	0.2	0.056785926336035374	0.16250589391963136	0.0	0.0	0.0	0.9971402126113532	0.047416726833451266	7.631184718452301E-4	151.60877310409492	5.826522940085475	4.751611799248878	1.798157084428173	2.8866940325871764	0.0	0.006171387294630252	5.783939715939586E-4	1.1287196302131442E-4	0.6871479599540355	0.0010331708550857775	0.42
1989-11-02 07:30	5.7254689701737895	7.60805189469496	96.70041078684444	5.7254689701737895	0.0	2.8146258543817635	4.176993745506536	0.2609291128037594	0.0	0.0	5.582254896509823	0.14321407366396463	0.01654131999762107	0.2609228401222466	0.0	0.0	0.0	0.9975170636038095	0.045554294862805475	0.0	151.74115719846552	5.756746995424151	4.852028661891825	3.578718776672361	5.821166683234952	0.0	0.031811673527970756	0.005341843831454256	0.0010166829600729754	1.376889121895053	0.005746514822405903	0.76
1989-11-03 07:30	2.010650887616593	7.813545393618994	97.04494204130748	2.010650887616593	0.0	2.510907034123036	4.313006968884035	0.23941218700022607	0.0	0.0	1.8271922076142142	0.18345868000237892	0.018688055042192217	0.239409005450436	0.0	0.0	0.0	0.9976575322190304	0.025611730955049955	0.0	151.7902282335617	3.63322584407826	3.6566565705832788	4.8435255214655575	8.01834077089551	0.0	0.08022320692088424	0.018807510320699383	0.0035378025572034453	1.6558850330138342	0.015441666912994477	0.72
1989-11-04 07:30	5.639233014161204	5.660412721723925	97.38299306493701	5.639233014161204	0.0	2.465796750716155	4.311080503809543	0.1855806610167387	0.0	0.0	5.457921069203395	0.18131194495780767	0.05072745962467629	0.18557854969200566	0.0	0.0	0.0	0.9978262346769624	0.031974070836080025	0.0	151.84929617520723	4.290179458665682	4.491728980875481	6.3618340885758915	10.733913542123036	0.0	0.13970736902008685	0.042806863291254826	0.008011769245625971	1.9370711967727872	0.028683645431160375	0.65
1989-11-05 07:30	1.1226436322338562	3.5033075746283093	93.731013666041	1.1226436322338562	0.0	3.1254076835733473	3.7018533269251246	0.3198990192154137	0.0	0.0	0.9733710918585331	0.14927254037532367	0.015691393301580047	0.31989512447423774	0.0	0.0	0.0	0.9978642172331033	0.0167204156969475	0.0	151.86232617220472	2.549527034541902	2.47508660444426	7.072788460250089	12.202857154171253	0.0	0.18126659351634533	0.07259400742384978	0.013578203378713622	2.055141409940445	0.04026285008308108	0.59
1989-11-06 07:30	22.241779893102542	2.7492702942764686	98.0590982062034	22.237050887432474	0.004729005670062618	2.375748920102813	4.26937296381906	0.13871586014223425	0.0	0.0	22.057471286404123	0.18430860669841997	0.06921661160360881	0.13871559867899588	0.0	0.0	0.5492431788260156	0.9995509742285045	0.12383569943543242	0.03765526577453497	152.44983969249785	15.162255969027123	4.955175531913844	8.699752991585163	15.160598633268302	0.0716429655869921	0.7330343147083644	0.19403649766814388	0.036630060131214795	5.24673291698223	0.15587077516223388	0.56
1989-11-07 07:30	2.4030759206945143	1.4675616043995463	97.79571860110768	2.034504863890913	0.3685710568036029	2.333327027479336	4.244699516189691	0.13920713175685323	0.0	0.0	2.272292532298124	0.1307833883963912	0.0706087548165968	0.13920699795429234	0.0	0.0	1.6418129374146828	0.9995867428804072	0.07764469502832728	0.002834902940611186	152.4640255398425	10.547567056382505	4.94755498010719	10.255770021305109	18.102490621648293	0.1450335339143612	1.267994086865477	0.289041166107315	0.05492497131715957	5.8896303483391	0.2645150035861412	0.62
1989-11-08 07:30	1.1613197089982268	0.4025146601909204	94.28415468677396	0.6869614752311247	0.4743582337671024	2.509114927053004	4.017673967093612	0.24402964425936605	0.0	0.0	1.031928463814824	0.1293912451834031	0.023119685720626844	0.2440293621835428	5.818411049935346E-4	1.745523314980604E-4	1.0317539114833258	0.9995949369468072	0.040313958372585446	0.0	152.46727530657677	6.3482482564258556	4.4161638539008194	11.555390333265489	20.702610673262512	0.1412144278355667	1.3227745049761068	0.3230684170652871	0.061450658068700835	5.304890776561023	0.2782924527008471	0.62
1989-11-09 07:30	0.0	2.0092994882234945	89.57400061142496	0.0	0.0	3.9918052487780455	2.406921384442479	0.4532461507427576	0.0	0.0	0.0	0.0	3.9435605550507396E-4	0.4532452217978453	0.0	0.0	1.745523314980604E-4	0.9994562332259551	0.01649907987254937	0.0	152.43733565892308	3.3039404638279986	2.3712326032938966	12.026990579625018	22.038585496437967	0.10634228855945874	1.099039668735112	0.33048669671139924	0.06277761080142745	4.542571542668943	0.24067582510974792	0.62
1989-11-10 07:30	0.0	1.251516273997962	92.9485247894595	0.0	0.0	4.126229024124082	2.163308895368424	0.2940817969899355	0.0	0.0	0.0	0.0	0.0	0.2940811084730486	0.0	0.0	0.0	0.9989225599728468	0.007649104404540893	0.0	152.3496542122636	1.891898817002142	1.0965818708491195	11.97020369531033	22.60720907949774	0.07355039141328279	0.8330818428416725	0.33413357073059896	0.06341143986913264	3.9325939401369996	0.19634358231999235	0.59
