# rain.dat rainfall uncorrected							
@dataValueAttribs							
rain	0	9999	mm				
@dataSetAttribs							
missingDataVal	-99						
dataStart	01.01.1970	07:30:00					
dataEnd	31.12.2000	07:30:00					
tres	d						
@statAttribVal							
name		TANNA	OETTERSDORF	PAHREN	STAITZ (TAL	GOEHREN-DOE	GOESCHITZ
18.11.1973	07:30:00	0	0	0	0	0.617582193	0
19.11.1973	07:30:00	0.983371967	0.643966595	2.462875389	3.766362679	3.866725628	3.264663907
20.11.1973	07:30:00	0	0	0	0.717480261	0.801360808	0.617582193
21.11.1973	07:30:00	0	0	0	0	0	0
22.11.1973	07:30:00	0	0	0	0	0	0
23.11.1973	07:30:00	0	0	0	0	0	0
24.11.1973	07:30:00	0	0	0.890741403	2.063050667	1.764261312	0
25.11.1973	07:30:00	1.963316409	1.665007307	1.764261312	4.970896169	4.970896169	0
26.11.1973	07:30:00	4.41075579	4.212754671	4.906426737	7.692007762	7.991024353	1.412593455
27.11.1973	07:30:00	4.311733539	3.1280434	1.591393636	2.155499678	2.251597368	2.639099223
28.11.1973	07:30:00	0	1.412593455	1.063958636	1.063958636	1.063958636	4.807225497
29.11.1973	07:30:00	4.906426737	5.30351175	3.521425924	4.113822307	4.311733539	3.521425924
30.11.1973	07:30:00	0	0	0	0	0	0
01.12.1973	07:30:00	2.059820502	1.501023194	1.326834926	1.870050822	1.96463771	2.251597368
02.12.1973	07:30:00	0	1.063958636	0	0	0	1.168946893
03.12.1973	07:30:00	3.619992315	1.063958636	1.412593455	2.541839741	2.541839741	3.916111216
04.12.1973	07:30:00	7.293435718	6.895016789	4.807225497	8.389815619	8.190406175	6.695872707
05.12.1973	07:30:00	0.643966595	0.643966595	0	0.617582193	0.617582193	0.717480261
06.12.1973	07:30:00	6.777560252	5.272041395	5.372421101	5.071278749	4.870513031	6.275767991
07.12.1973	07:30:00	1.36899972	1.174161619	4.368598845	3.565655917	3.465314609	1.764261312
08.12.1973	07:30:00	14.59943529	10.79004187	11.09085854	8.784196996	8.784196996	8.583570969
09.12.1973	07:30:00	0	0	0	1.063958636	1.063958636	0
10.12.1973	07:30:00	0	0	0	0	0	0
11.12.1973	07:30:00	1.244928994	1.68322544	1.244928994	1.501023194	1.412593455	1.870050822
12.12.1973	07:30:00	2.541839741	0	1.063958636	1.063958636	1.063958636	0
13.12.1973	07:30:00	6.978262369	5.974668342	5.874298	9.486326209	9.68691745	7.078610204
14.12.1973	07:30:00	2.162890142	2.663139914	5.071278749	5.071278749	5.171660555	2.162890142
15.12.1973	07:30:00	3.916111216	2.639099223	2.251597368	2.834208074	2.639099223	2.834208074
16.12.1973	07:30:00	1.870050822	1.412593455	1.168946893	2.059820502	2.059820502	1.168946893
17.12.1973	07:30:00	0.890741403	1.271227227	0	0.617582193	0.617582193	1.271227227
18.12.1973	07:30:00	0	0	0	0	0	0
19.12.1973	07:30:00	0	0	0	0	0	0
20.12.1973	07:30:00	0	0	0	0	0	0
21.12.1973	07:30:00	1.174161619	0	0	0	0	0
22.12.1973	07:30:00	2.063050667	0.593699457	0	0.617582193	0.617582193	0
23.12.1973	07:30:00	0	0	0	0	0	0
24.12.1973	07:30:00	0	0	0	0	0	0
25.12.1973	07:30:00	1.591393636	2.348051671	0	1.870050822	1.96463771	1.68322544
26.12.1973	07:30:00	0	0.593699457	1.271227227	0.717480261	0.801360808	0.593699457
27.12.1973	07:30:00	0.617582193	0	0	0	0	0
28.12.1973	07:30:00	0.890741403	0	0.617582193	0.617582193	0.617582193	0
29.12.1973	07:30:00	0	0	0	0	0	0
30.12.1973	07:30:00	0.643966595	0.801360808	0.890741403	0	0	1.36899972
31.12.1973	07:30:00	1.063958636	0	0	1.168946893	1.168946893	0
01.01.1974	07:30:00	0	0	0	0	0	0
02.01.1974	07:30:00	0	0	0	0	0	0
03.01.1974	07:30:00	0	0	0	0	0	0
04.01.1974	07:30:00	0	0	0	0	0	0
05.01.1974	07:30:00	0	0	0	0	0	0
06.01.1974	07:30:00	5.601579092	6.59631863	6.59631863	5.601579092	5.700976678	5.800393449
07.01.1974	07:30:00	1.863710238	1.07807131	0.890741403	1.665007307	1.56599767	0.890741403
08.01.1974	07:30:00	0	0	0.593699457	0	0	0.593699457
09.01.1974	07:30:00	0	0	0	0	0	0
10.01.1974	07:30:00	0	0	0	0	0	0
11.01.1974	07:30:00	2.262816675	1.764261312	2.063050667	2.162890142	2.462875389	2.262816675
12.01.1974	07:30:00	0	0	0	0	0	0
13.01.1974	07:30:00	0	0	0	0	0	0
14.01.1974	07:30:00	0.617582193	0	1.07807131	0.801360808	0.801360808	1.174161619
15.01.1974	07:30:00	0.890741403	0.890741403	0.617582193	0.593699457	0.643966595	0.643966595
16.01.1974	07:30:00	5.472799523	3.866725628	2.262816675	2.162890142	2.063050667	3.264663907
17.01.1974	07:30:00	10.38892992	7.780984659	6.777560252	7.680651901	7.881315286	8.382936839
18.01.1974	07:30:00	19.80974491	18.10662975	16.70388978	14.19853398	14.39898691	20.01009747
19.01.1974	07:30:00	0	0	0	0	0	0
20.01.1974	07:30:00	0	0	0	0	0	0
21.01.1974	07:30:00	0	0	0	0	0	0
22.01.1974	07:30:00	3.817340512	3.1280434	2.639099223	2.444812697	2.251597368	3.029963993
23.01.1974	07:30:00	1.271227227	0.617582193	0.593699457	0.593699457	0.593699457	0.617582193
24.01.1974	07:30:00	0.801360808	0.593699457	0.801360808	0.801360808	0.801360808	2.162890142
25.01.1974	07:30:00	0	0	0	0.717480261	0.717480261	0
26.01.1974	07:30:00	0	0	0	0	0	0
27.01.1974	07:30:00	0	0	0	0.617582193	0.617582193	0
28.01.1974	07:30:00	0	0	0	0	0	0
29.01.1974	07:30:00	0	0	0	0	0	0
30.01.1974	07:30:00	0	0	0	0	0	0
31.01.1974	07:30:00	0	0	0	0.717480261	0.801360808	0
01.02.1974	07:30:00	0	0	0	0	0	0
02.02.1974	07:30:00	0	0	0	0	0	0
03.02.1974	07:30:00	0	0	0	0	0	0
04.02.1974	07:30:00	0	0	0	0	0	0
05.02.1974	07:30:00	3.66600572	0.801360808	0	0	0	0.617582193
06.02.1974	07:30:00	14.39898691	10.58948925	6.877912382	7.580317002	7.379640756	8.282616697
07.02.1974	07:30:00	3.06406916	0.801360808	1.07807131	2.462875389	2.663139914	1.07807131
08.02.1974	07:30:00	2.963799086	1.271227227	1.963316409	2.262816675	2.063050667	1.271227227
09.02.1974	07:30:00	2.063050667	0.983371967	0.717480261	0.801360808	0.801360808	1.07807131
10.02.1974	07:30:00	0	0	0	0	0	0
11.02.1974	07:30:00	0	0	0	0	0	0
12.02.1974	07:30:00	0.617582193	0.643966595	0.801360808	1.07807131	0.890741403	0
13.02.1974	07:30:00	0	0	0	0	0	0
14.02.1974	07:30:00	0	0	0	0	0	0
15.02.1974	07:30:00	0	0	0	0	0	0
16.02.1974	07:30:00	0	0	0	0	0	0
17.02.1974	07:30:00	0	0.617582193	0.593699457	0.617582193	0.617582193	0.617582193
18.02.1974	07:30:00	1.36899972	2.063050667	1.56599767	1.36899972	1.56599767	1.863710238
19.02.1974	07:30:00	8.182294484	10.2886477	10.79004187	13.79761414	14.19853398	8.282616697
20.02.1974	07:30:00	0	1.056733275	1.056733275	1.063958636	1.063958636	1.326834926
21.02.1974	07:30:00	2.444812697	3.029963993	1.501023194	1.96463771	1.870050822	2.541839741
22.02.1974	07:30:00	15.80203494	12.7952284	16.10266184	14.59943529	15.10053694	13.09595752
23.02.1974	07:30:00	5.874298	5.472799523	7.881315286	10.2886477	9.987790591	3.766362679
24.02.1974	07:30:00	0.890741403	0.593699457	0.593699457	0.717480261	0.717480261	0.717480261
25.02.1974	07:30:00	3.029963993	2.834208074	3.324541636	2.444812697	2.251597368	2.251597368
26.02.1974	07:30:00	0	0	1.063958636	1.063958636	1.063958636	0
27.02.1974	07:30:00	0	0	0	0	0	0
28.02.1974	07:30:00	0	0	0	0	0	0
01.03.1974	07:30:00	0	0	0	0	0	0
02.03.1974	07:30:00	1.07807131	0	0	0	0	0
03.03.1974	07:30:00	0	2.262816675	0.643966595	0.593699457	0.643966595	0.617582193
04.03.1974	07:30:00	0	0	0	0.617582193	0.617582193	0
05.03.1974	07:30:00	0	1.863710238	1.36899972	2.162890142	1.963316409	0
06.03.1974	07:30:00	0.593699457	1.271227227	0.617582193	0.617582193	0.617582193	0.617582193
07.03.1974	07:30:00	1.412593455	0	1.244928994	1.168946893	1.244928994	1.056733275
08.03.1974	07:30:00	1.501023194	0	1.063958636	0	0	0
09.03.1974	07:30:00	0.593699457	0	0	0	0	0
10.03.1974	07:30:00	1.271227227	0	0	0	0	0
11.03.1974	07:30:00	0	0	0	0	0	0
12.03.1974	07:30:00	2.262816675	0	0.801360808	0.983371967	1.07807131	0
13.03.1974	07:30:00	1.56599767	0.983371967	2.562986113	2.863551465	3.164358374	4.770129582
14.03.1974	07:30:00	4.167840892	3.967093553	4.46898035	3.766362679	3.465314609	0.890741403
15.03.1974	07:30:00	0	0	0	1.07807131	0.983371967	2.462875389
16.03.1974	07:30:00	1.36899972	0	0.643966595	0.643966595	0.643966595	0
17.03.1974	07:30:00	6.677205989	2.262816675	1.764261312	1.963316409	1.863710238	2.663139914
18.03.1974	07:30:00	5.874298	4.46898035	3.06406916	3.364983343	3.66600572	0
19.03.1974	07:30:00	0.890741403	0.983371967	0.890741403	0.717480261	0.643966595	0
20.03.1974	07:30:00	0	0	0	0	0	0
21.03.1974	07:30:00	0	0	0	0	0	0
22.03.1974	07:30:00	0	0	0	0	0	0
23.03.1974	07:30:00	0	0	0.593699457	0	0	0
24.03.1974	07:30:00	0	0	0	0	0	0
25.03.1974	07:30:00	0	0	0	0	0	0
26.03.1974	07:30:00	0	0	0	0	0	0
27.03.1974	07:30:00	0	0	0	0	0	0
28.03.1974	07:30:00	0.890741403	1.665007307	0.983371967	1.963316409	2.162890142	0
29.03.1974	07:30:00	0	0	2.063050667	1.467298455	1.467298455	0
30.03.1974	07:30:00	0	0	0	0	0	0
31.03.1974	07:30:00	0	0	0	0	0	0
01.04.1974	07:30:00	3.967093553	2.863551465	1.665007307	0.593699457	0.593699457	7.680651901
02.04.1974	07:30:00	0	0	0	0	0	0
03.04.1974	07:30:00	0	0	0	0	0	0
04.04.1974	07:30:00	0	0	0	0	0	0
05.04.1974	07:30:00	0	0	0	0	0	0
06.04.1974	07:30:00	0	0	0	0	0	0
07.04.1974	07:30:00	0	0	0	0	0	0
08.04.1974	07:30:00	0	0	0	0	0	0
09.04.1974	07:30:00	0	0	0	0	0	0
10.04.1974	07:30:00	0	0	0	0	0	0
11.04.1974	07:30:00	0	0	0	0	0	0
12.04.1974	07:30:00	0	0	0	0.643966595	0.801360808	0
13.04.1974	07:30:00	0	0	0	0	0	0
14.04.1974	07:30:00	0	0	0	0	0	0
15.04.1974	07:30:00	8.282616697	8.282616697	10.79004187	7.279299398	7.479979956	8.081970187
16.04.1974	07:30:00	7.780984659	4.268218851	4.46898035	3.866725628	3.565655917	0
17.04.1974	07:30:00	0.643966595	1.36899972	0.983371967	0.801360808	0.983371967	0
18.04.1974	07:30:00	0	0.617582193	0	0	0	0
19.04.1974	07:30:00	0	0	0	0	0	0
20.04.1974	07:30:00	0	0	0	0.617582193	0.617582193	0
21.04.1974	07:30:00	2.7633302	1.174161619	0.890741403	0.801360808	0.983371967	1.271227227
22.04.1974	07:30:00	0	0	0	0.617582193	0.617582193	0
23.04.1974	07:30:00	0	0	0	0	0	0
24.04.1974	07:30:00	0.890741403	1.963316409	0.643966595	0.801360808	0.890741403	2.262816675
25.04.1974	07:30:00	0	0.617582193	0	0	0	0.643966595
26.04.1974	07:30:00	1.36899972	0	0	0	0	0
27.04.1974	07:30:00	0	0	0	0	0	0
28.04.1974	07:30:00	0.801360808	0	0.593699457	1.07807131	0.983371967	0
29.04.1974	07:30:00	9.486326209	4.770129582	4.970896169	3.264663907	3.465314609	7.279299398
30.04.1974	07:30:00	0	0	0	0	0	0
01.05.1974	07:30:00	0	0	0	0	0	0
02.05.1974	07:30:00	0	0	0	0	0	0
03.05.1974	07:30:00	0	0	0	0	0	0
04.05.1974	07:30:00	19.49223403	31.82521062	34.53083609	43.34669229	46.65186965	32.82734391
05.05.1974	07:30:00	6.525649819	6.727323998	6.828146858	6.32393628	6.62649172	7.02976513
06.05.1974	07:30:00	6.122181599	8.339484526	7.634413821	8.641553166	8.339484526	6.525649819
07.05.1974	07:30:00	1.270398748	0.797750995	0.978039534	1.073877368	0.88522541	0.720722958
08.05.1974	07:30:00	0	0	0	0	0	0
09.05.1974	07:30:00	0	0	0	0	0	0
10.05.1974	07:30:00	2.278658685	1.67148603	1.570702139	1.873556461	2.177321018	0
11.05.1974	07:30:00	13.76986468	9.245520507	11.76004016	20.79650243	19.59257133	12.9660932
12.05.1974	07:30:00	0	0	0.692979055	1.073877368	0.978039534	0
13.05.1974	07:30:00	1.772455131	1.67148603	1.570702139	1.370023563	1.570702139	1.171551584
14.05.1974	07:30:00	11.76004016	7.332126781	5.415688102	3.292113718	2.886831572	0.978039534
15.05.1974	07:30:00	1.073877368	1.470178465	0.692979055	0.88522541	0.88522541	5.819468286
16.05.1974	07:30:00	0	0	0	0	0	0
17.05.1974	07:30:00	0	0.692979055	0.692979055	0.720722958	0.667815292	0.720722958
18.05.1974	07:30:00	0	0	0	0	0	0
19.05.1974	07:30:00	0	0	0	0	0	0
20.05.1974	07:30:00	4.405313841	6.62649172	23.10349582	2.684117799	3.089500974	11.76004016
21.05.1974	07:30:00	4.607503752	5.617602284	5.314712248	5.617602284	5.516651353	6.223064198
22.05.1974	07:30:00	6.32393628	11.65951212	8.842900014	5.314712248	5.011706175	8.238781584
23.05.1974	07:30:00	2.5827505	2.380015014	3.190814944	1.171551584	1.073877368	5.213723505
24.05.1974	07:30:00	0.797750995	4.80963373	5.112721579	2.785479159	3.089500974	2.177321018
25.05.1974	07:30:00	0	2.684117799	0.667815292	3.79836271	4.000745214	0
26.05.1974	07:30:00	0	0	0	0	0	0
27.05.1974	07:30:00	0	0	0	0	0	0
28.05.1974	07:30:00	0	2.886831572	1.171551584	0.978039534	0.88522541	0
29.05.1974	07:30:00	0	1.67148603	0	0	0	0
30.05.1974	07:30:00	3.190814944	4.405313841	3.595913155	3.595913155	3.494663197	5.112721579
31.05.1974	07:30:00	3.79836271	5.213723505	13.87032262	7.835899286	8.339484526	20.79650243
01.06.1974	07:30:00	8.742229734	1.974751907	1.073877368	0.720722958	0.720722958	1.470178465
02.06.1974	07:30:00	0	0	0	0	0	0
03.06.1974	07:30:00	4.304195684	2.988172753	4.304195684	4.000745214	3.79836271	4.405313841
04.06.1974	07:30:00	0	0	0	0	0	0
05.06.1974	07:30:00	0.667815292	0.720722958	1.073877368	0.797750995	1.073877368	1.171551584
06.06.1974	07:30:00	6.021288245	4.101911613	2.380015014	3.190814944	3.494663197	1.370023563
07.06.1974	07:30:00	4.910676993	7.93663072	1.873556461	4.304195684	4.101911613	6.727323998
08.06.1974	07:30:00	3.595913155	5.415688102	6.727323998	6.424798079	6.828146858	7.02976513
09.06.1974	07:30:00	1.974751907	4.80963373	2.380015014	4.910676993	5.213723505	3.393396622
10.06.1974	07:30:00	1.67148603	10.15109001	7.93663072	11.86056438	26.61300863	6.828146858
11.06.1974	07:30:00	7.43289719	9.949888986	7.231348087	5.819468286	5.314712248	9.748667619
12.06.1974	07:30:00	10.7545776	9.748667619	9.648049089	15.47728242	16.68209769	14.07122993
13.06.1974	07:30:00	14.07122993	12.76511886	13.66940383	11.45844432	10.85514283	11.45844432
14.06.1974	07:30:00	2.076013625	5.718541172	4.910676993	4.000745214	3.089500974	7.231348087
15.06.1974	07:30:00	0.667815292	1.073877368	3.190814944	4.101911613	4.304195684	2.177321018
16.06.1974	07:30:00	0	0.720722958	0.667815292	0.720722958	0.667815292	0
17.06.1974	07:30:00	3.595913155	6.928960503	2.481381192	1.67148603	1.873556461	3.190814944
18.06.1974	07:30:00	17.48513991	14.37256998	10.35227137	8.440180686	8.037354819	10.5534337
19.06.1974	07:30:00	0	0	0	0	0	0
20.06.1974	07:30:00	3.393396622	1.470178465	1.772455131	1.67148603	1.873556461	3.697146341
21.06.1974	07:30:00	0	0	0	0	0	0
22.06.1974	07:30:00	0	0	0	0.667815292	0.720722958	0
23.06.1974	07:30:00	0.667815292	0	4.000745214	1.270398748	1.470178465	0
24.06.1974	07:30:00	0	0	0	0	0	0
25.06.1974	07:30:00	0	0	0	0	0	0
26.06.1974	07:30:00	2.380015014	5.213723505	0	1.073877368	1.270398748	0.720722958
27.06.1974	07:30:00	7.332126781	3.899562299	3.595913155	2.5827505	2.481381192	3.595913155
28.06.1974	07:30:00	8.641553166	4.607503752	1.470178465	2.5827505	2.785479159	2.278658685
29.06.1974	07:30:00	5.718541172	7.43289719	6.223064198	5.718541172	6.122181599	4.506416436
30.06.1974	07:30:00	17.38476649	17.98697894	15.47728242	20.89682071	22.10053647	15.87892311
01.07.1974	07:30:00	6.021288245	10.25168311	12.26262405	7.835899286	8.339484526	14.67388577
02.07.1974	07:30:00	0	0	0.720722958	0	0	0.692979055
03.07.1974	07:30:00	2.278658685	4.405313841	10.45285488	9.245520507	8.742229734	5.415688102
04.07.1974	07:30:00	0	0	0	0.667815292	0.667815292	0
05.07.1974	07:30:00	0	0	0	0.692979055	0.692979055	0
06.07.1974	07:30:00	13.06657551	10.65400792	7.93663072	12.9660932	13.56894004	9.245520507
07.07.1974	07:30:00	1.270398748	0	0.88522541	0.667815292	0.720722958	5.718541172
08.07.1974	07:30:00	2.177321018	4.607503752	3.494663197	0.667815292	0.667815292	3.393396622
09.07.1974	07:30:00	4.000745214	4.506416436	4.607503752	10.25168311	10.050492	3.393396622
10.07.1974	07:30:00	2.076013625	5.415688102	0.667815292	0.667815292	0.692979055	2.278658685
11.07.1974	07:30:00	10.45285488	4.708576084	4.101911613	3.697146341	3.79836271	4.304195684
12.07.1974	07:30:00	0	0	0.692979055	0	0	0
13.07.1974	07:30:00	0.720722958	0	1.570702139	1.270398748	1.171551584	1.570702139
14.07.1974	07:30:00	6.32393628	1.470178465	1.270398748	2.177321018	2.380015014	2.076013625
15.07.1974	07:30:00	0	0	0	0	0	0
16.07.1974	07:30:00	0	0.692979055	0	0.720722958	0.720722958	0
17.07.1974	07:30:00	0.720722958	0.667815292	0.667815292	2.278658685	2.177321018	0.978039534
18.07.1974	07:30:00	4.910676993	6.525649819	5.011706175	5.415688102	5.718541172	3.393396622
19.07.1974	07:30:00	0	0	0	0	0	0
20.07.1974	07:30:00	10.45285488	10.15109001	9.044222165	10.050492	9.949888986	10.050492
21.07.1974	07:30:00	1.370023563	1.570702139	1.171551584	0.978039534	1.171551584	0
22.07.1974	07:30:00	0	0	0	0	0	0
23.07.1974	07:30:00	0.797750995	0.667815292	0.667815292	1.570702139	1.67148603	0
24.07.1974	07:30:00	13.36800346	18.48877286	16.88287021	6.928960503	6.928960503	21.39839181
25.07.1974	07:30:00	4.203061693	2.076013625	3.190814944	3.393396622	3.089500974	2.5827505
26.07.1974	07:30:00	0.692979055	0	0	0	0	0
27.07.1974	07:30:00	0	0	0	0	0	0
28.07.1974	07:30:00	0	0	0	0	0	0
29.07.1974	07:30:00	0	0	0	0	0	0
30.07.1974	07:30:00	0	0	0	0	0	0
31.07.1974	07:30:00	0	0	0	0	0	0
01.08.1974	07:30:00	0	0	0	0	0	0
02.08.1974	07:30:00	0	7.43289719	1.67148603	0.667815292	0.667815292	3.089500974
03.08.1974	07:30:00	0	0	0	0	0	0
04.08.1974	07:30:00	0.720722958	0	0	0.720722958	0.797750995	0
05.08.1974	07:30:00	0.797750995	0	0.692979055	1.171551584	1.073877368	0.692979055
06.08.1974	07:30:00	0	0	0	0	0	0
07.08.1974	07:30:00	0	0	0	0	0	0
08.08.1974	07:30:00	1.073877368	0.978039534	0.797750995	0.797750995	0.797750995	0.720722958
09.08.1974	07:30:00	0	0.720722958	0.692979055	11.65951212	14.27212604	4.405313841
10.08.1974	07:30:00	1.073877368	6.32393628	5.516651353	6.122181599	5.718541172	4.506416436
11.08.1974	07:30:00	0.797750995	5.011706175	4.506416436	5.011706175	5.516651353	5.415688102
12.08.1974	07:30:00	3.292113718	0.720722958	0.667815292	0.692979055	0.692979055	0.797750995
13.08.1974	07:30:00	0	0	0	0	0	0
14.08.1974	07:30:00	0	0	0	0	0	0
15.08.1974	07:30:00	0	0	0	0	0	0
16.08.1974	07:30:00	0	0	0	0	0	0
17.08.1974	07:30:00	21.29808027	18.89017701	15.17602718	18.38841757	18.78982849	15.67810739
18.08.1974	07:30:00	12.86560767	1.873556461	2.684117799	9.648049089	9.346161015	4.506416436
19.08.1974	07:30:00	5.617602284	3.899562299	2.988172753	2.886831572	2.886831572	4.000745214
20.08.1974	07:30:00	1.873556461	3.190814944	4.506416436	2.886831572	2.684117799	3.494663197
21.08.1974	07:30:00	0.692979055	0.667815292	0.667815292	0.692979055	0.692979055	0
22.08.1974	07:30:00	0	0	0	0	0	0
23.08.1974	07:30:00	0	0	0	0	0	0
24.08.1974	07:30:00	0	0	0	0	0	0
25.08.1974	07:30:00	0	0	0	0	0	0
26.08.1974	07:30:00	0.797750995	2.886831572	12.46363231	2.886831572	2.886831572	10.45285488
27.08.1974	07:30:00	11.35790444	12.26262405	11.76004016	19.39189518	20.29488997	9.044222165
28.08.1974	07:30:00	0	0	0	0	0	0
29.08.1974	07:30:00	0	0	0	0	0	0
30.08.1974	07:30:00	0	0	0	0	0	0
31.08.1974	07:30:00	4.708576084	3.899562299	5.920383891	7.93663072	7.735160371	4.910676993
01.09.1974	07:30:00	0.978039534	1.171551584	1.073877368	0.797750995	0.797750995	1.073877368
02.09.1974	07:30:00	0	0	0	0	0	0
03.09.1974	07:30:00	5.415688102	5.011706175	4.203061693	4.80963373	4.506416436	3.494663197
04.09.1974	07:30:00	2.076013625	0	0.692979055	0	0	0.720722958
05.09.1974	07:30:00	0	0	0	0	0	0
06.09.1974	07:30:00	0	0	0	0	0	0
07.09.1974	07:30:00	0	0	0	0	0	0
08.09.1974	07:30:00	0	0	0	0	0	0
09.09.1974	07:30:00	13.66940383	5.314712248	7.332126781	6.021288245	6.32393628	8.742229734
10.09.1974	07:30:00	0	0	0	0	0	0
11.09.1974	07:30:00	0	0	0	0	0	0
12.09.1974	07:30:00	0	0	0	0	0	0
13.09.1974	07:30:00	0	0	0	0	0	0
14.09.1974	07:30:00	0	0	0	0	0	0
15.09.1974	07:30:00	0	0	0	0	0	0
16.09.1974	07:30:00	0	0	0	0	0	0
17.09.1974	07:30:00	0	0	0	0	0	0
18.09.1974	07:30:00	10.95570367	2.5827505	5.617602284	15.07560392	17.68588108	4.708576084
19.09.1974	07:30:00	0	0	0	0	0	0
20.09.1974	07:30:00	0	0	0	0	0	0
21.09.1974	07:30:00	0	0	0	0	0	0
22.09.1974	07:30:00	0.720722958	0	0	0.692979055	0.692979055	0
23.09.1974	07:30:00	0.692979055	0	0	0	0	0
24.09.1974	07:30:00	2.380015014	0	0	0.692979055	0.692979055	0
25.09.1974	07:30:00	3.393396622	0	0	0.692979055	0.692979055	1.67148603
26.09.1974	07:30:00	4.203061693	2.988172753	3.79836271	5.011706175	4.506416436	3.393396622
27.09.1974	07:30:00	0	0	0	0	0	0
28.09.1974	07:30:00	23.8054989	19.19121274	18.18770179	20.09423494	20.79650243	19.29155475
29.09.1974	07:30:00	2.076013625	2.988172753	2.684117799	2.684117799	2.988172753	2.5827505
30.09.1974	07:30:00	0	0	0	0	0	0
01.10.1974	07:30:00	4.80963373	0.720722958	6.021288245	7.93663072	7.735160371	2.988172753
02.10.1974	07:30:00	1.873556461	1.270398748	1.370023563	2.278658685	2.481381192	1.67148603
03.10.1974	07:30:00	3.595913155	0.692979055	1.470178465	3.494663197	3.494663197	0
04.10.1974	07:30:00	0	0	0.692979055	0	0	0
05.10.1974	07:30:00	0.720722958	0	0	0	0	0
06.10.1974	07:30:00	0	0	0.692979055	0	0	0
07.10.1974	07:30:00	1.171551584	0.978039534	0.797750995	1.270398748	1.171551584	2.278658685
08.10.1974	07:30:00	0	0	0	0	0	0
09.10.1974	07:30:00	4.708576084	5.920383891	6.223064198	6.928960503	7.231348087	6.828146858
10.10.1974	07:30:00	3.089500974	1.873556461	1.570702139	0.692979055	0.692979055	2.177321018
11.10.1974	07:30:00	0	0	0	0	0	0
12.10.1974	07:30:00	0.720722958	0	0	0	0	0
13.10.1974	07:30:00	0	0	0	0	0	0
14.10.1974	07:30:00	0.667815292	0	0	0	0	0
15.10.1974	07:30:00	0.667815292	1.772455131	1.772455131	1.370023563	1.570702139	2.684117799
16.10.1974	07:30:00	12.16211461	9.648049089	11.65951212	13.56894004	13.66940383	11.35790444
17.10.1974	07:30:00	1.073877368	0	0.978039534	1.67148603	1.873556461	1.470178465
18.10.1974	07:30:00	0	0.720722958	0	0	0	0
19.10.1974	07:30:00	2.5827505	1.171551584	0.797750995	0.692979055	0.692979055	0.978039534
20.10.1974	07:30:00	15.87892311	13.36800346	17.78624887	15.27644801	14.77431913	13.46847326
21.10.1974	07:30:00	7.634413821	8.138071727	4.607503752	6.62649172	6.828146858	5.617602284
22.10.1974	07:30:00	31.02345887	28.71817993	40.54200122	35.33242461	36.23417224	39.54025215
23.10.1974	07:30:00	11.96108482	10.7545776	15.87892311	12.46363231	12.86560767	11.45844432
24.10.1974	07:30:00	4.607503752	2.886831572	3.393396622	2.5827505	2.481381192	2.785479159
25.10.1974	07:30:00	9.547425208	4.506416436	5.617602284	5.920383891	5.718541172	5.718541172
26.10.1974	07:30:00	2.076013625	2.481381192	1.67148603	1.873556461	1.974751907	2.177321018
27.10.1974	07:30:00	3.292113718	2.278658685	5.819468286	8.54087019	8.94356412	6.32393628
28.10.1974	07:30:00	3.899562299	3.190814944	5.516651353	4.708576084	4.708576084	5.819468286
29.10.1974	07:30:00	1.772455131	4.405313841	3.697146341	5.112721579	4.910676993	0.797750995
30.10.1974	07:30:00	8.94356412	4.304195684	5.516651353	5.011706175	5.112721579	10.25168311
31.10.1974	07:30:00	2.684117799	2.886831572	1.470178465	3.697146341	3.79836271	3.190814944
01.11.1974	07:30:00	3.866725628	2.562986113	6.075036824	5.573176532	5.673552013	2.462875389
02.11.1974	07:30:00	6.777560252	4.669746101	9.88750135	7.178955881	7.379640756	7.680651901
03.11.1974	07:30:00	0.801360808	0	4.268218851	2.663139914	2.562986113	1.07807131
04.11.1974	07:30:00	2.262816675	3.164358374	1.764261312	1.36899972	1.36899972	1.963316409
05.11.1974	07:30:00	0	2.162890142	0.593699457	1.07807131	0.983371967	1.467298455
06.11.1974	07:30:00	0	0	0	0	0	0
07.11.1974	07:30:00	0	0	0	0	0	0
08.11.1974	07:30:00	0	0	0	0	0	0
09.11.1974	07:30:00	0.617582193	0	0.643966595	0.983371967	1.07807131	0
10.11.1974	07:30:00	0.643966595	0	0.593699457	0.593699457	0.593699457	0
11.11.1974	07:30:00	0	0	0	0	0	0
12.11.1974	07:30:00	0	0	0	0.643966595	0.643966595	0
13.11.1974	07:30:00	0	0	0	0	0	0
14.11.1974	07:30:00	0	0	0	0	0	0
15.11.1974	07:30:00	0	0	0	0	0	2.562986113
16.11.1974	07:30:00	0	0	0	0	0	0
17.11.1974	07:30:00	0	0	0	0	0	0
18.11.1974	07:30:00	2.262816675	0	0.643966595	1.07807131	1.174161619	1.174161619
19.11.1974	07:30:00	0.617582193	0	0	0	0	0
20.11.1974	07:30:00	0	0	0	0	0	0
21.11.1974	07:30:00	0	0	1.36899972	1.174161619	1.271227227	0
22.11.1974	07:30:00	14.59943529	13.59714703	12.29398634	9.285727484	8.984815051	9.085121132
23.11.1974	07:30:00	0	0	0.617582193	0	0	0
